date,desc,amount,cat,debit,credit,Balance,Unnamed: 7,Unnamed: 8
14/9/19,Internet Deposit              14Sep11:08 Minnamurra Lunch,200.0,Account Transfer (In),0.0,200.0,233.67,,
13/9/19,Foreign Currency Conversn Fee,-0.65,Fees,0.65,0.0,33.67,,
13/9/19,Visa Purchase O/Seas          11Sep Usd14.95 Audible Us*Es6Wi79W3,-21.84,Expense - Subscriptions & Software Licences,21.84,0.0,34.32,,
13/9/19,Visa Purchase                 11Sep Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,56.16,,
12/9/19,Visa Purchase                 10Sep Rent A Space Moore P Moore Par,-326.5,Expense - Storage,326.5,0.0,72.61,,
12/9/19,Visa Purchase                 10Sep Uber   *Trip         Help.Uber,-12.88,Expense - Travel - Taxis,12.88,0.0,399.11,,
9/9/19,Internet Deposit              08Sep05:37 Tfr 4 Storage Payment,400.0,Account Transfer (In),0.0,400.0,411.99,,
6/9/19,Aden John Fryer,10.5,Expense - Working Lunch,0.0,10.5,11.99,,
3/9/19,Visa Purchase                 31Aug Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,1.49,,
3/9/19,Visa Purchase                 31Aug Taxi4Ur Service Ptyl Croydon P,-11.97,Expense - Travel - Taxis,11.97,0.0,31.49,,
3/9/19,Visa Purchase                 31Aug Sq *Bloc145          Redfern,-8.5,Expense - Meeting,8.5,0.0,43.46,,
3/9/19,Visa Purchase                 31Aug Paypal *Sam Harris   402935773,-6.18,Expense - Subscriptions & Software Licences,6.18,0.0,51.96,,
2/9/19,Visa Purchase                 29Aug The Tudor Redfern    Redfern,-67.5,Personal - Family,67.5,0.0,58.14,,
31/8/19,Visa Purchase                 28Aug Breadfern Pty Ltd    Redfern,-5.0,Personal - Family,5.0,0.0,125.64,,
30/8/19,Visa Purchase                 29Aug Woolworths      1474 Redfern,-24.37,Personal - Groceries,24.37,0.0,130.64,,
30/8/19,Visa Purchase                 28Aug Spotify P0C7E737F4   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,155.01,,
30/8/19,Foreign Currency Conversn Fee,-0.31,Fees,0.31,0.0,167.0,,
30/8/19,Visa Purchase O/Seas          28Aug Usd7.00 Github,-10.4,Expense - Subscriptions & Software Licences,10.4,0.0,167.31,,
29/8/19,Visa Purchase                 28Aug Woolworths      1474 Redfern,-4.74,Personal - Groceries,4.74,0.0,177.71,,
29/8/19,Atm Withdrawal                29Aug07:14 Redfern 152A Redfern St  Redfern      Au,-200.0,Personal - Cash Out,200.0,0.0,182.45,,
28/8/19,Visa Purchase                 26Aug Airsorted            Hornsby,-120.0,Expense - Subscriptions & Software Licences,120.0,0.0,382.45,,
28/8/19,Visa Purchase                 26Aug Woolworths      1474 Redfern,-34.47,Personal - Groceries,34.47,0.0,502.45,,
28/8/19,Visa Purchase                 24Aug Coca-Cola Amatil     Sydney,-4.5,Personal,4.5,0.0,536.92,,
28/8/19,Eftpos Debit                  28Aug14:32 Sushi Train Oxford St Darlinghurst Nswau,-19.0,Expense - Working Lunch,19.0,0.0,541.42,,
27/8/19,Visa Purchase                 24Aug Ambour S Hardware St Redfern,-14.5,Expense - Office Supplies,14.5,0.0,560.42,,
27/8/19,Eftpos Debit                  27Aug16:07 Aldi Stores - Drummoyndrummoyne    Nswau,-280.6,Personal - Groceries,280.6,0.0,574.92,,
27/8/19,Internet Withdrawal           27Aug08:11 Douglas St Repayment,-5000.0,Personal - Loan Repay John & Wendy,5000.0,0.0,855.52,,
27/8/19,Internet Deposit              27Aug08:10 Data Antenna Minnamurra,1000.0,Account Transfer (In),0.0,1000.0,5855.52,,
26/8/19,Visa Purchase                 23Aug Airsorted            Sydney,-120.0,Expense - Cleaners,120.0,0.0,4855.52,,
24/8/19,Visa Purchase                 22Aug Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,4975.52,,
24/8/19,Visa Purchase                 22Aug The Grazing Goat Inv Redfern,-72.0,Personal - Alcohol,72.0,0.0,5075.52,,
24/8/19,Visa Purchase                 22Aug Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,5147.52,,
24/8/19,Visa Purchase                 23Aug Lord Roberts Hotel   Sydney,-28.42,Personal - Alcohol,28.42,0.0,5187.51,,
24/8/19,Visa Purchase                 21Aug Msft *<E07008Zqds>   Msbill.In,-22.77,Expense - Subscriptions & Software Licences,22.77,0.0,5215.93,,
24/8/19,Visa Purchase                 22Aug The Grazing Goat Inv Redfern,-18.0,Personal - Alcohol,18.0,0.0,5238.7,,
24/8/19,Visa Purchase                 22Aug The Grazing Goat Inv Redfern,-14.5,Personal - Alcohol,14.5,0.0,5256.7,,
22/8/19,S R Healey Ward Rcpt: 3X49Cnsyzrvp,5000.0,Account Transfer (In),0.0,5000.0,5271.2,,
22/8/19,Internet Deposit              22Aug18:04 Tudor,50.0,Account Transfer (In),0.0,50.0,271.2,,
22/8/19,Internet Deposit              21Aug23:16 Airsorted Cleaners,200.0,Account Transfer (In),0.0,200.0,221.2,,
20/8/19,Visa Purchase                 16Aug Paypal *Hypedcptyli  402935773,-149.99,Personal - Skye,149.99,0.0,21.2,,
20/8/19,Visa Purchase                 17Aug Airsorted            Lidcombe,-129.95,Expense - Cleaners,129.95,0.0,171.19,,
20/8/19,Visa Purchase                 17Aug Airsorted            Coogee,-124.2,Expense - Cleaners,124.2,0.0,301.14,,
20/8/19,Visa Purchase                 19Aug Woolworths      1474 Redfern,-44.93,Personal - Groceries,44.93,0.0,425.34,,
20/8/19,Visa Purchase                 16Aug Chaco Bar Pty Limite Darlinghu,-27.0,Personal - Lunch,27.0,0.0,470.27,,
20/8/19,Visa Purchase                 17Aug Woolworths      1474 Redfern,-7.77,Personal - Groceries,7.77,0.0,497.27,,
20/8/19,Visa Purchase                 17Aug Mirvacparking        Broadway,-7.21,Expense - Travel,7.21,0.0,505.04,,
19/8/19,Visa Purchase                 15Aug The Tudor Redfern    Redfern,-68.0,Personal - Alcohol,68.0,0.0,512.25,,
19/8/19,Visa Purchase                 15Aug The Tudor Redfern    Redfern,-37.0,Personal - Alcohol,37.0,0.0,580.25,,
17/8/19,Visa Purchase                 15Aug Woolworths      1474 Redfern,-29.23,Personal - Groceries,29.23,0.0,617.25,,
17/8/19,Visa Purchase                 15Aug Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,646.48,,
17/8/19,Visa Purchase                 15Aug Smp*Zaida Cafe Pty L Surry Hil,-12.5,Personal - Lunch,12.5,0.0,662.93,,
16/8/19,Internet Deposit              16Aug21:59 Airsorted Hosking Keys,275.0,Account Transfer (In),0.0,275.0,675.43,,
16/8/19,Internet Deposit              16Aug21:57 From 0000467806067,200.0,Account Transfer (In),0.0,200.0,400.43,,
15/8/19,Visa Purchase                 13Aug Rent A Space Moore P Moore Par,-326.5,Expense - Storage,326.5,0.0,200.43,,
15/8/19,Visa Purchase                 13Aug Paypal *Shanghaicao  402935773,-79.99,Personal - Family,79.99,0.0,526.93,,
13/8/19,Visa Purchase                 10Aug Woolworths      1474 Redfern,-39.97,Personal - Groceries,39.97,0.0,606.92,,
13/8/19,Visa Purchase                 10Aug Breadfern Pty Ltd    Redfern,-24.3,Personal - Eating Out,24.3,0.0,646.89,,
13/8/19,Eftpos Purchase               13Aug16:08 Dresden Optics        Newtown      Nswau,-147.0,Personal - General,147.0,0.0,671.19,,
12/8/19,Visa Purchase                 10Aug The George           Waterloo,-46.0,Personal - Alcohol,46.0,0.0,818.19,,
12/8/19,Visa Purchase                 10Aug The George           Waterloo,-38.0,Personal - Alcohol,38.0,0.0,864.19,,
12/8/19,Internet Deposit              12Aug22:08 Storage,400.0,Account Transfer (In),0.0,400.0,902.19,,
12/8/19,Internet Deposit              12Aug22:07 Airsorted Cleaners,350.0,Account Transfer (In),0.0,350.0,502.19,,
10/8/19,Visa Purchase                 08Aug Airsorted            Cranebroo,-127.5,Expense - Cleaners,127.5,0.0,152.19,,
10/8/19,Visa Purchase                 08Aug Airsorted            Coogee,-115.0,Expense - Cleaners,115.0,0.0,279.69,,
9/8/19,Foreign Currency Conversn Fee,-0.67,Fees,0.67,0.0,394.69,,
9/8/19,Visa Purchase O/Seas          07Aug Usd14.95 Audible Us*Ma1Ce47U2,-22.39,Expense - Subscriptions & Software Licences,22.39,0.0,395.36,,
8/8/19,Eftpos Purchase               08Aug09:24 Hunter's Corner       Redfern      Nswau,-8.3,Personal - Coffee,8.3,0.0,417.75,,
8/8/19,Internet Deposit              08Aug06:32 Tfr 4 Storage Payment,400.0,Account Transfer (In),0.0,400.0,426.05,,
6/8/19,Visa Purchase                 03Aug Woolworths      1474 Redfern,-28.14,Personal - Groceries,28.14,0.0,26.05,,
6/8/19,Visa Purchase                 03Aug Woolworths      1474 Redfern,-0.3,Personal - Groceries,0.3,0.0,54.19,,
5/8/19,Visa Purchase                 02Aug Act Holdings Pty Ltd Rozelle,-57.5,Expense,57.5,0.0,54.49,,
5/8/19,Visa Purchase                 01Aug The Tudor Redfern    Redfern,-20.0,Personal - Alcohol,20.0,0.0,111.99,,
5/8/19,Eftpos Purchase               04Aug15:00 Balmain Htl Property  Balmain      Nswau,-61.5,Personal - Entertainment,61.5,0.0,131.99,,
3/8/19,Eftpos Purchase               03Aug13:04 Omafiets Dutch Bicycl Redfern      Nswau,-93.9,Expense - Travel,93.9,0.0,193.49,,
3/8/19,Internet Deposit              03Aug13:04 Omafiet,200.0,Account Transfer (In),0.0,200.0,287.39,,
2/8/19,Visa Purchase                 01Aug Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,87.39,,
2/8/19,Visa Purchase                 30Jul Paypal *Watersweet   402935773,-15.9,Personal - Family,15.9,0.0,117.39,,
2/8/19,Visa Purchase                 31Jul Paypal *Sam Harris   402935773,-6.03,Expense - Subscriptions & Software Licences,6.03,0.0,133.29,,
2/8/19,Eftpos Purchase               02Aug07:10 Woolworths      1474  Redfern      Nswau,-82.85,Personal - Coffee,82.85,0.0,139.32,,
31/7/19,Visa Purchase                 30Jul Philosophy Cafe Rest Darlinghu,-7.5,Expense - Meeting,7.5,0.0,222.17,,
31/7/19,Internet Deposit              31Jul09:51 Cec Conf,200.0,Account Transfer (In),0.0,200.0,229.67,,
30/7/19,Visa Purchase                 27Jul Airsorted            Blacktown,-131.71,Expense - Cleaners,131.71,0.0,29.67,,
30/7/19,Visa Purchase                 29Jul Gm Cabs Pty Ltd      Mascot,-35.18,Expense - Travel - Taxis,35.18,0.0,161.38,,
30/7/19,Visa Purchase                 27Jul Sunday Organic Baker Byron Bay,-16.54,Personal - Family,16.54,0.0,196.56,,
30/7/19,Visa Purchase                 27Jul Chemist Outlet - Byr Byron Bay,-13.1,Personal - Family,13.1,0.0,213.1,,
30/7/19,Visa Purchase                 28Jul Spotify P0C03Ef114   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,226.2,,
30/7/19,Foreign Currency Conversn Fee,-0.3,Fees,0.3,0.0,238.19,,
30/7/19,Visa Purchase O/Seas          28Jul Usd7.00 Github.Com,-10.15,Expense - Subscriptions & Software Licences,10.15,0.0,238.49,,
30/7/19,Atm Withdrawal -Wbc           30Jul15:33 Westpac               Haymarket    2  Au,-100.0,Personal - Cash Out,100.0,0.0,248.64,,
30/7/19,Atm Withdrawal                30Jul13:47 World Sq Branch #2       Sydney       Au,-200.0,Personal - Cash Out,200.0,0.0,348.64,,
30/7/19,Internet Deposit              30Jul13:47 From 0000467806067,200.0,Account Transfer (In),0.0,200.0,548.64,,
29/7/19,Visa Purchase                 26Jul Sq *One Green Acre   Bangalow,-56.56,Expense - Travel,56.56,0.0,348.64,,
29/7/19,Visa Purchase                 26Jul Bangalow Bowling 1   Bangalow,-37.0,Personal - Family,37.0,0.0,405.2,,
29/7/19,Visa Purchase                 26Jul Sq *One Green Acre   Bangalow,-16.9,Expense - Travel,16.9,0.0,442.2,,
29/7/19,Eftpos Purchase               28Jul10:05 Federal Doma Cafe     Federal      Nswau,-34.0,Personal - General,34.0,0.0,459.1,,
27/7/19,Visa Purchase                 25Jul Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,493.1,,
26/7/19,Atm Operator Fee Wdl          26Jul18:50 Bangalow Bowling And Sporbangalow     Au,-2.5,Fees,2.5,0.0,593.1,,
26/7/19,Atm Withdrawal                26Jul18:50 Bangalow Bowling And Sporbangalow     Au,-100.0,Personal - Cash Out,100.0,0.0,595.6,,
26/7/19,Internet Deposit              26Jul18:49 Bangalow,500.0,Account Transfer (In),0.0,500.0,695.6,,
24/7/19,Visa Purchase                 22Jul Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,195.6,,
24/7/19,Visa Purchase                 21Jul Msft *<E07008Rsm7>   Msbill.In,-22.77,Expense - Subscriptions & Software Licences,22.77,0.0,235.59,,
24/7/19,Visa Purchase                 22Jul Philosophy Cafe Rest Darlinghu,-7.5,Expense - Meeting,7.5,0.0,258.36,,
24/7/19,Eftpos Purchase               24Jul19:03 Woolworths      1474  Redfern      Nswau,-27.8,Personal - Coffee,27.8,0.0,265.86,,
24/7/19,Eftpos Purchase               24Jul13:49 Chemist Warehouse  \Darlinghurst      Au,-57.42,Personal - Health & Wellbeing,57.42,0.0,293.66,,
23/7/19,Visa Purchase                 20Jul Paypal *Netflix.Com  402-935-7,-19.13,Expense - Subscriptions & Software Licences,19.13,0.0,351.08,,
23/7/19,Visa Purchase                 21Jul Woolworths      1474 Redfern,-6.7,Personal - Groceries,6.7,0.0,370.21,,
22/7/19,Visa Purchase                 19Jul Airsorted            Sydney,-115.01,Expense - Cleaners,115.01,0.0,376.91,,
22/7/19,Eftpos Purchase               22Jul09:04 Fountain Cafe         Alexandria   Nswau,-20.5,Expense - Office Supplies,20.5,0.0,491.92,,
20/7/19,Eftpos Purchase               20Jul12:59 Woolworths      1474  Redfern      Nswau,-63.58,Personal - Groceries,63.58,0.0,512.42,,
19/7/19,Visa Purchase                 17Jul Fratelli Alexandria  Alexandri,-100.5,Personal - Family,100.5,0.0,576.0,,
19/7/19,Internet Withdrawal           19Jul10:40 Tmrw Karaoke,-12.0,Personal - Entertainment,12.0,0.0,676.5,,
18/7/19,Visa Purchase                 16Jul Airsorted            Coogee,-138.2,Expense - Cleaners,138.2,0.0,688.5,,
18/7/19,Eftpos Purchase               18Jul07:26 Woolworths      1474  Redfern      Nswau,-119.95,Personal - Groceries,119.95,0.0,826.7,,
16/7/19,Visa Purchase                 12Jul Chaco Bar Pty Limite Darlinghu,-26.0,Personal - Lunch,26.0,0.0,946.65,,
15/7/19,Visa Purchase                 11Jul Paypal *Allbirds     402935773,-140.0,Personal - General,140.0,0.0,972.65,,
15/7/19,Visa Purchase                 12Jul Airsorted            Coogee,-122.99,Expense - Cleaners,122.99,0.0,1112.65,,
15/7/19,Foreign Currency Conversn Fee,-1.7,Fees,1.7,0.0,1235.64,,
15/7/19,Visa Purchase O/Seas          12Jul Usd39.60 Lastpass.Com,-56.83,Expense - Subscriptions & Software Licences,56.83,0.0,1237.34,,
15/7/19,Eftpos Purchase               15Jul21:33 Woolworths      1474  Redfern      Nswau,-51.42,Personal - Groceries,51.42,0.0,1294.17,,
15/7/19,Eftpos Purchase               15Jul09:50 Ambour's Hardware S\Redfern           Au,-10.0,Expense - Office Supplies,10.0,0.0,1345.59,,
15/7/19,Internet Deposit              15Jul09:49 From 0000447275967,1000.0,Account Transfer (In),0.0,1000.0,1355.59,,
13/7/19,Visa Purchase                 11Jul Paypal *1920047134   402935773,-119.0,Expense - Phone & Internet,119.0,0.0,355.59,,
13/7/19,Visa Purchase                 10Jul Jd's Burgers Darling Darlinghu,-22.03,Personal - Eating Out,22.03,0.0,474.59,,
12/7/19,Visa Purchase                 10Jul Rent A Space Moore P Moore Par,-326.5,Expense - Storage,326.5,0.0,496.62,,
12/7/19,Visa Purchase                 09Jul Luna Park Sydney Pty Milsons P,-22.0,Personal - Family,22.0,0.0,823.12,,
12/7/19,Visa Purchase                 09Jul Luna Park Sydney Pty Milsons P,-10.5,Personal - Family,10.5,0.0,845.12,,
12/7/19,Eftpos Purchase               12Jul08:59 Woolworths      1474  Redfern      Nswau,-19.67,Personal - Groceries,19.67,0.0,855.62,,
11/7/19,Visa Purchase                 09Jul Luna Park Sydney Pl  Milsons P,-97.45,Personal - Family,97.45,0.0,875.29,,
11/7/19,Eftpos Purchase               11Jul17:23 Woolworths      1474  Redfern      Nswau,-19.65,Personal - Groceries,19.65,0.0,972.74,,
11/7/19,Internet Deposit              11Jul10:26 Tfr4 Telstra 0403775113,500.0,Account Transfer (In),0.0,500.0,992.39,,
9/7/19,Visa Purchase                 05Jul Dolphin Hotel Surry  Surry Hil,-29.28,Personal - Entertainment,29.28,0.0,492.39,,
9/7/19,Foreign Currency Conversn Fee,-0.64,Fees,0.64,0.0,521.67,,
9/7/19,Visa Purchase O/Seas          07Jul Usd14.95 Audible Us*Mh3Qt0Ec2,-21.5,Expense - Subscriptions & Software Licences,21.5,0.0,522.31,,
9/7/19,Visa Purchase                 05Jul Gm Cabs Pty Ltd      Mascot,-17.85,Expense - Travel - Taxis,17.85,0.0,543.81,,
9/7/19,Visa Purchase                 07Jul Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,561.66,,
9/7/19,Visa Purchase                 07Jul Nbc-Pay & Display Pa Dee Why,-12.0,Expense - Travel,12.0,0.0,578.11,,
9/7/19,Visa Purchase                 07Jul Nbc-Pay & Display Pa Dee Why,-8.0,Expense - Travel,8.0,0.0,590.11,,
9/7/19,Visa Purchase                 07Jul Zina Enterprises Pty Church Po,-8.0,Personal - Eating Out,8.0,0.0,598.11,,
9/7/19,Eftpos Purchase               09Jul20:50 Woolworths      1474  Redfern      Nswau,-22.97,Personal - Groceries,22.97,0.0,606.11,,
8/7/19,Visa Purchase                 05Jul Airsorted            Coogee,-115.0,Expense - Cleaners,115.0,0.0,629.08,,
8/7/19,Visa Purchase                 05Jul Taxi Combined 133300 Alexandri,-10.4,Expense - Travel - Taxis,10.4,0.0,744.08,,
8/7/19,Internet Deposit              08Jul05:53 Tfr 4 Storage Payment,400.0,Account Transfer (In),0.0,400.0,754.48,,
8/7/19,Eftpos Purchase               07Jul13:17 Zina Enterprises Pty Lchurch Point Nswau,-185.0,Personal - Eating Out,185.0,0.0,354.48,,
6/7/19,Visa Purchase                 05Jul Woolworths      1474 Redfern,-42.78,Personal - Groceries,42.78,0.0,539.48,,
6/7/19,Visa Purchase                 04Jul Smp*Zaida Cafe Pty L Surry Hil,-12.5,Personal - Lunch,12.5,0.0,582.26,,
5/7/19,Eftpos Purchase               05Jul20:36 Megabox Pty Ltd    \Sydney            Au,-56.0,Personal - Entertainment,56.0,0.0,594.76,,
5/7/19,Atm Operator Fee Wdl          05Jul19:37 412 Crown St             Surry Hills  02,-2.8,Fees,2.8,0.0,650.76,,
5/7/19,Atm Withdrawal -Wnb           05Jul19:37 412 Crown St             Surry Hills  02,-200.0,Personal - Cash Out,200.0,0.0,653.56,,
5/7/19,Eftpos Purchase               05Jul12:18 Woolworths      1474  Redfern      Nswau,-30.37,Personal - Groceries,30.37,0.0,853.56,,
4/7/19,Visa Purchase                 02Jul Paypal *Sportstg Uns 402935773,-210.0,Personal - Family,210.0,0.0,883.93,,
4/7/19,Visa Purchase                 02Jul Airsorted            Sydney,-115.0,Expense - Cleaners,115.0,0.0,1093.93,,
4/7/19,Atm Withdrawal                04Jul14:25 Cba Atm  Colombian Htl2 Nsw 201697   Aus,-200.0,Personal - Cash Out,200.0,0.0,1208.93,,
3/7/19,Visa Purchase                 01Jul Virgin Mobile H/O    Macquarie,-40.41,Expense - Phone & Internet,40.41,0.0,1408.93,,
3/7/19,Visa Purchase                 02Jul Cityofsydney Parking Sydney,-9.8,Expense - Travel,9.8,0.0,1449.34,,
2/7/19,Visa Purchase                 29Jun Paypal *1803903026   402935773,-118.04,Expense - Phone & Internet,118.04,0.0,1459.14,,
2/7/19,Visa Purchase                 30Jun Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,1577.18,,
2/7/19,Visa Purchase                 01Jul Redfern Station  Mc  Redfern,-25.0,Personal - Health & Wellbeing,25.0,0.0,1607.18,,
2/7/19,Visa Purchase                 29Jun Nield Park Pavilion  Rodd Poin,-8.06,Personal - Coffee,8.06,0.0,1632.18,,
2/7/19,Visa Purchase                 30Jun Paypal *Sam Harris   402935773,-5.92,Expense - Subscriptions & Software Licences,5.92,0.0,1640.24,,
2/7/19,Visa Purchase                 01Jul Woolworths      1188 Balmain,-2.76,Personal - Groceries,2.76,0.0,1646.16,,
1/7/19,Visa Purchase                 28Jun Spotify P0B8Dbdb35   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,1648.92,,
1/7/19,Foreign Currency Conversn Fee,-0.3,Fees,0.3,0.0,1660.91,,
1/7/19,Visa Purchase O/Seas          28Jun Usd7.00 Github.Com,-10.01,Expense - Subscriptions & Software Licences,10.01,0.0,1661.21,,
1/7/19,Anna-Elizabeth A Pizza Night,50.0,Personal - Family,0.0,50.0,1671.22,,
1/7/19,Erin Field Pizza,50.0,Personal - Family,0.0,50.0,1621.22,,
1/7/19,Eftpos Purchase               01Jul16:26 Woolworths      1188  Balmain      Nswau,-16.0,Personal - Groceries,16.0,0.0,1571.22,,
1/7/19,Eftpos Purchase               01Jul14:44 Post Strawberry Hills Strawberry Hinswau,-144.15,Expense - Office Supplies,144.15,0.0,1587.22,,
1/7/19,Tfr Wdl BPAY Internet         30Jun17:37 4724373520150622    Virgin Money,-8498.51,Expense - General,8498.51,0.0,1731.37,,Need to get the Virgin Records off Skye
1/7/19,Internet Deposit              30Jun17:36 Tfr4 Viginmoney Repay,10000.0,Account Transfer (In),0.0,10000.0,10229.88,,
1/7/19,Eftpos Purchase               30Jun12:21 Fountain Cafe         Alexandria   Nswau,-15.5,Expense - Office Supplies,15.5,0.0,229.88,,
1/7/19,Eftpos Purchase               30Jun12:10 Bunnings 370000       Alexandria   Nswau,-19.8,Personal - House,19.8,0.0,245.38,,
29/6/19,Visa Purchase                 27Jun Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,265.18,,
29/6/19,Internet Deposit              29Jun14:33 For Jane Overdue Telstra,200.0,Account Transfer (In),0.0,200.0,365.18,,
29/6/19,Eftpos Purchase               29Jun10:57 Breadfern Pty Ltd     Redfern      Nswau,-24.8,Personal - Groceries,24.8,0.0,165.18,,
28/6/19,Eftpos Purchase               28Jun18:16 Coppola Pizza      \Refern            Au,-197.0,Personal - Entertainment,197.0,0.0,189.98,,
28/6/19,Eftpos Purchase               28Jun17:44 Woolworths      1474  Redfern      Nswau,-57.0,Personal - Groceries,57.0,0.0,386.98,,
27/6/19,Visa Purchase                 25Jun Paypal *Jasonsongji  402935773,-1821.45,Asset Purchase,1821.45,0.0,443.98,,
26/6/19,Visa Purchase                 23Jun Paypal *Unikinggrou  402935773,-45.0,Personal - House,45.0,0.0,2265.43,,
26/6/19,Visa Purchase                 23Jun The Tudor Redfern    Redfern,-20.0,Personal - Alcohol,20.0,0.0,2310.43,,
26/6/19,Visa Purchase                 23Jun The Tudor Redfern    Redfern,-12.0,Personal - Alcohol,12.0,0.0,2330.43,,
26/6/19,Eftpos Purchase               26Jun13:13 Smp*Kennys Pork Rolls Darlinghurst0   Au,-10.4,Personal - Lunch,10.4,0.0,2342.43,,
25/6/19,Foreign Currency Conversn Fee,-4.73,Fees,4.73,0.0,2352.83,,
25/6/19,Visa Purchase O/Seas          22Jun Usd108.83 Meetup Org Ultd 6M,-157.71,Expense - Subscriptions & Software Licences,157.71,0.0,2357.56,,
25/6/19,Visa Purchase                 22Jun Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,2515.27,,
25/6/19,Visa Purchase                 22Jun Uber   *Trip         Help.Uber,-11.74,Expense - Travel - Taxis,11.74,0.0,2555.26,,
25/6/19,Visa Purchase                 23Jun Ab Brothers Pty Ltd  Rozelle,-11.0,Personal - Jane,11.0,0.0,2567.0,,
25/6/19,Internet Deposit              25Jun11:50 Tfr For Macbook Pro Ebay,2000.0,Account Transfer (In),0.0,2000.0,2578.0,,
24/6/19,Visa Purchase                 22Jun Msft * E07008Jud9    Sydney,-22.77,Expense - Subscriptions & Software Licences,22.77,0.0,578.0,,
24/6/19,Visa Purchase                 21Jun Smp*Zaida Cafe Pty L Surry Hil,-12.5,Personal - Lunch,12.5,0.0,600.77,,
24/6/19,Eftpos Purchase               24Jun17:16 Woolworths      1474  Redfern      Nswau,-208.83,Personal - Groceries,208.83,0.0,613.27,,
24/6/19,Internet Withdrawal           24Jun10:41 Tfr 2 Me Homeloan,-5000.0,Mortgage,5000.0,0.0,822.1,,
24/6/19,Internet Deposit              24Jun10:38 Tfr 4 Me Offset Tfr,5000.0,Account Transfer (In),0.0,5000.0,5822.1,,
24/6/19,Eftpos Purchase               23Jun20:17 Woolworths      1474  Redfern      Nswau,-27.41,Personal - Groceries,27.41,0.0,822.1,,
24/6/19,Eftpos Refund                 23Jun12:55 Gpgf Pty Ltd          Rozelle      Nswau,26.5,Personal - Jane,0.0,26.5,849.51,,
24/6/19,Eftpos Purchase               23Jun12:46 Gpgf Pty Ltd          Rozelle      Nswau,-38.9,Personal - Jane,38.9,0.0,823.01,,
24/6/19,Eftpos Purchase               23Jun12:01 Hill Of Content Syd   Balmain      Nswau,-24.99,Personal - Family,24.99,0.0,861.91,,
24/6/19,Eftpos Purchase               22Jun23:00 Hotel Hollywood    \Surry Hills       Au,-38.0,Personal - Entertainment,38.0,0.0,886.9,,
22/6/19,Visa Purchase                 20Jun Paypal *Netflix.Com  402-935-7,-19.63,Expense - Subscriptions & Software Licences,19.63,0.0,924.9,,
22/6/19,Eftpos Purchase               22Jun13:54 Palace C Chippendale  Chippendale  Nswau,-9.0,Personal - Entertainment,9.0,0.0,944.53,,
22/6/19,Eftpos Purchase               22Jun13:15 Wijaya And Friends P  Chippendale     Au,-4.0,Personal,4.0,0.0,953.53,,
22/6/19,Eftpos Purchase               22Jun12:36 Alex Lee Kitchen      Chippendale  Nswau,-16.9,Personal - Eating Out,16.9,0.0,957.53,,
22/6/19,Eftpos Purchase               22Jun07:32 Woolworths      1474  Redfern      Nswau,-34.33,Personal - Groceries,34.33,0.0,974.43,,
21/6/19,Visa Purchase                 19Jun Airsorted            Sydney,-115.01,Expense - Cleaners,115.01,0.0,1008.76,,
21/6/19,Visa Purchase                 20Jun The Grand Hotel      Sydney,-22.35,Personal - Entertainment,22.35,0.0,1123.77,,
21/6/19,Eftpos Purchase               21Jun19:29 Jiaao Australia Pty   Gladesville     Au,-56.3,Personal - Eating Out,56.3,0.0,1146.12,,
21/6/19,Internet Deposit              21Jun18:58 For Iinet,1000.0,Account Transfer (In),0.0,1000.0,1202.42,,
19/6/19,Eftpos Purchase               19Jun17:27 Woolworths      1474  Redfern      Nswau,-55.39,Personal - Groceries,55.39,0.0,202.42,,
18/6/19,Eftpos Purchase               18Jun13:54 Gold Cross Pharmacy   Redfern      Nswau,-32.8,Personal - Health & Wellbeing,32.8,0.0,257.81,,
18/6/19,Eftpos Purchase               18Jun09:24 Fountain Cafe         Alexandria   Nswau,-20.0,Expense - General (GST Free),20.0,0.0,290.61,,
17/6/19,Eftpos Purchase               16Jun17:57 Coppola Pizza      \Refern            Au,-73.0,Personal - Entertainment,73.0,0.0,310.61,,
17/6/19,Eftpos Purchase               16Jun14:32 Caltex Lambton        Lambton      Nswau,-80.22,Expense - Travel,80.22,0.0,383.61,,
15/6/19,Atm Withdrawal -Wbc           15Jun10:38 Westpac               Redfern      2  Au,-100.0,Personal - Cash Out,100.0,0.0,463.83,,
